,diff,lwr,upr,p adj
Miami Dolphins-Indianapolis Colts,7.857142857,-12.08829178,27.8025775,0.999888271
Pittsburgh Steelers-Indianapolis Colts,7.857142857,-12.08829178,27.8025775,0.999888271
New Orleans Saints-Los Angeles Rams,-7.857142857,-27.8025775,12.08829178,0.999888271
Seattle Seahawks-Carolina Panthers,7.761904762,-12.18352988,27.7073394,0.999912689
Dallas Cowboys-Cincinnati Bengals,7.666666667,-12.27876797,27.61210131,0.999932162
Detroit Lions-Cincinnati Bengals,7.619047619,-12.32638702,27.56448226,0.999940335
San Francisco 49ers-Baltimore Ravens,-7.523809524,-27.46924416,12.42162512,0.999954052
New Orleans Saints-Baltimore Ravens,-7.476190476,-27.42162512,12.46924416,0.999959769
Indianapolis Colts-Cleveland Browns,-7.476190476,-27.42162512,12.46924416,0.999959769
Seattle Seahawks-Los Angeles Rams,-7.476190476,-27.42162512,12.46924416,0.999959769
Tennessee Titans-Miami Dolphins,7.476190476,-12.46924416,27.42162512,0.999959769
Tennessee Titans-Pittsburgh Steelers,7.476190476,-12.46924416,27.42162512,0.999959769
New Orleans Saints-Carolina Panthers,7.380952381,-12.56448226,27.32638702,0.999969302
New England Patriots-Indianapolis Colts,7.380952381,-12.56448226,27.32638702,0.999969302
Houston Texans-Atlanta Falcons,7.658730159,-13.10113641,28.41859673,0.999971243
San Francisco 49ers-Carolina Panthers,7.333333333,-12.61210131,27.27876797,0.999973247
Seattle Seahawks-Jacksonville Jaguars,7.285714286,-12.65972035,27.23114892,0.999976723
Indianapolis Colts-Chicago Bears,-7.19047619,-27.13591083,12.75495845,0.999982464
Philadelphia Eagles-Houston Texans,7.436507937,-13.32335863,28.1963745,0.999984729
Kansas City Chiefs-Indianapolis Colts,7.142857143,-12.8025775,27.08829178,0.999984817
Seattle Seahawks-Baltimore Ravens,-7.095238095,-27.04067273,12.85019654,0.999986876
New York Giants-Dallas Cowboys,-7.095238095,-27.04067273,12.85019654,0.999986876
New York Giants-Detroit Lions,-7.047619048,-26.99305369,12.89781559,0.999988675
Tennessee Titans-Cincinnati Bengals,7,-12.94543464,26.94543464,0.999990245
Seattle Seahawks-Kansas City Chiefs,7,-12.94543464,26.94543464,0.999990245
Philadelphia Eagles-Los Angeles Chargers,7,-12.94543464,26.94543464,0.999990245
Seattle Seahawks-Chicago Bears,6.952380952,-12.99305369,26.89781559,0.999991611
New Orleans Saints-Jacksonville Jaguars,6.904761905,-13.04067273,26.85019654,0.999992799
Tampa Bay Buccaneers-Carolina Panthers,6.857142857,-13.08829178,26.8025775,0.999993829
Philadelphia Eagles-Denver Broncos,6.857142857,-13.08829178,26.8025775,0.999993829
Jacksonville Jaguars-Indianapolis Colts,6.857142857,-13.08829178,26.8025775,0.999993829
San Francisco 49ers-Jacksonville Jaguars,6.857142857,-13.08829178,26.8025775,0.999993829
Green Bay Packers-Atlanta Falcons,6.80952381,-13.13591083,26.75495845,0.999994722
Seattle Seahawks-New England Patriots,6.761904762,-13.18352988,26.7073394,0.999995494
Seattle Seahawks-Cleveland Browns,6.666666667,-13.27876797,26.61210131,0.999996734
New Orleans Saints-Kansas City Chiefs,6.619047619,-13.32638702,26.56448226,0.999997227
New Orleans Saints-Chicago Bears,6.571428571,-13.37400607,26.51686321,0.99999765
San Francisco 49ers-Kansas City Chiefs,6.571428571,-13.37400607,26.51686321,0.99999765
Philadelphia Eagles-Buffalo Bills,6.523809524,-13.42162512,26.46924416,0.999998013
San Francisco 49ers-Chicago Bears,6.523809524,-13.42162512,26.46924416,0.999998013
Washington Football Team-Philadelphia Eagles,-6.523809524,-26.46924416,13.42162512,0.999998013
Tennessee Titans-New York Giants,6.428571429,-13.51686321,26.37400607,0.999998587
Indianapolis Colts-Carolina Panthers,-6.380952381,-26.32638702,13.56448226,0.999998812
Tampa Bay Buccaneers-Jacksonville Jaguars,6.380952381,-13.56448226,26.32638702,0.999998812
New Orleans Saints-New England Patriots,6.380952381,-13.56448226,26.32638702,0.999998812
Green Bay Packers-Dallas Cowboys,-6.333333333,-26.27876797,13.61210131,0.999999004
San Francisco 49ers-New England Patriots,6.333333333,-13.61210131,26.27876797,0.999999004
New Orleans Saints-Cleveland Browns,6.285714286,-13.65972035,26.23114892,0.999999166
Green Bay Packers-Detroit Lions,-6.285714286,-26.23114892,13.65972035,0.999999166
Tennessee Titans-Los Angeles Rams,-6.285714286,-26.23114892,13.65972035,0.999999166
Seattle Seahawks-Miami Dolphins,6.285714286,-13.65972035,26.23114892,0.999999166
Seattle Seahawks-Pittsburgh Steelers,6.285714286,-13.65972035,26.23114892,0.999999166
Minnesota Vikings-Carolina Panthers,6.238095238,-13.7073394,26.18352988,0.999999303
San Francisco 49ers-Cleveland Browns,6.238095238,-13.7073394,26.18352988,0.999999303
Philadelphia Eagles-Arizona Cardinals,6.142857143,-13.8025775,26.08829178,0.999999517
Tampa Bay Buccaneers-Kansas City Chiefs,6.095238095,-13.85019654,26.04067273,0.999999599
New York Giants-Atlanta Falcons,6.047619048,-13.89781559,25.99305369,0.999999668
Tampa Bay Buccaneers-Chicago Bears,6.047619048,-13.89781559,25.99305369,0.999999668
Tennessee Titans-Baltimore Ravens,-5.904761905,-25.85019654,14.04067273,0.999999814
New Orleans Saints-Miami Dolphins,5.904761905,-14.04067273,25.85019654,0.999999814
Pittsburgh Steelers-New Orleans Saints,-5.904761905,-25.85019654,14.04067273,0.999999814
San Francisco 49ers-Miami Dolphins,5.857142857,-14.08829178,25.8025775,0.999999847
Tampa Bay Buccaneers-New England Patriots,5.857142857,-14.08829178,25.8025775,0.999999847
San Francisco 49ers-Pittsburgh Steelers,5.857142857,-14.08829178,25.8025775,0.999999847
Seattle Seahawks-Cincinnati Bengals,5.80952381,-14.13591083,25.75495845,0.999999875
Tampa Bay Buccaneers-Cleveland Browns,5.761904762,-14.18352988,25.7073394,0.999999898
Minnesota Vikings-Jacksonville Jaguars,5.761904762,-14.18352988,25.7073394,0.999999898
Los Angeles Rams-Detroit Lions,5.666666667,-14.27876797,25.61210131,0.999999932
Tennessee Titans-Green Bay Packers,5.666666667,-14.27876797,25.61210131,0.999999932
Los Angeles Rams-Dallas Cowboys,5.619047619,-14.32638702,25.56448226,0.999999945
Cincinnati Bengals-Atlanta Falcons,5.476190476,-14.46924416,25.42162512,0.999999971
Minnesota Vikings-Kansas City Chiefs,5.476190476,-14.46924416,25.42162512,0.999999971
Carolina Panthers-Arizona Cardinals,-5.428571429,-25.37400607,14.51686321,0.999999977
Minnesota Vikings-Chicago Bears,5.428571429,-14.51686321,25.37400607,0.999999977
New Orleans Saints-Cincinnati Bengals,5.428571429,-14.51686321,25.37400607,0.999999977
San Francisco 49ers-Cincinnati Bengals,5.380952381,-14.56448226,25.32638702,0.999999982
Tampa Bay Buccaneers-Miami Dolphins,5.380952381,-14.56448226,25.32638702,0.999999982
Tampa Bay Buccaneers-Pittsburgh Steelers,5.380952381,-14.56448226,25.32638702,0.999999982
Philadelphia Eagles-Minnesota Vikings,5.333333333,-14.61210131,25.27876797,0.999999985
Detroit Lions-Baltimore Ravens,-5.285714286,-25.23114892,14.65972035,0.999999988
Houston Texans-Dallas Cowboys,-5.484126984,-26.24399355,15.27573958,0.999999989
Dallas Cowboys-Baltimore Ravens,-5.238095238,-25.18352988,14.7073394,0.999999991
New England Patriots-Minnesota Vikings,-5.238095238,-25.18352988,14.7073394,0.999999991
Seattle Seahawks-New York Giants,5.238095238,-14.7073394,25.18352988,0.999999991
Houston Texans-Detroit Lions,-5.436507937,-26.1963745,15.32335863,0.999999991
Minnesota Vikings-Cleveland Browns,5.142857143,-14.8025775,25.08829178,0.999999994
Carolina Panthers-Buffalo Bills,-5.047619048,-24.99305369,14.89781559,0.999999996
Washington Football Team-Carolina Panthers,5.047619048,-14.89781559,24.99305369,0.999999996
Los Angeles Chargers-Dallas Cowboys,-5.047619048,-24.99305369,14.89781559,0.999999996
Miami Dolphins-Atlanta Falcons,5,-14.94543464,24.94543464,0.999999997
Pittsburgh Steelers-Atlanta Falcons,5,-14.94543464,24.94543464,0.999999997
Los Angeles Chargers-Detroit Lions,-5,-24.94543464,14.94543464,0.999999997
Jacksonville Jaguars-Arizona Cardinals,-4.952380952,-24.89781559,14.99305369,0.999999998
Tampa Bay Buccaneers-Cincinnati Bengals,4.904761905,-15.04067273,24.85019654,0.999999998
Denver Broncos-Dallas Cowboys,-4.904761905,-24.85019654,15.04067273,0.999999998
Detroit Lions-Denver Broncos,4.857142857,-15.08829178,24.8025775,0.999999999
New York Giants-New Orleans Saints,-4.857142857,-24.8025775,15.08829178,0.999999999
San Francisco 49ers-New York Giants,4.80952381,-15.13591083,24.75495845,0.999999999
Minnesota Vikings-Miami Dolphins,4.761904762,-15.18352988,24.7073394,0.999999999
Pittsburgh Steelers-Minnesota Vikings,-4.761904762,-24.7073394,15.18352988,0.999999999
Denver Broncos-Carolina Panthers,4.714285714,-15.23114892,24.65972035,0.999999999
Tampa Bay Buccaneers-Philadelphia Eagles,-4.714285714,-24.65972035,15.23114892,0.999999999
Kansas City Chiefs-Arizona Cardinals,-4.666666667,-24.61210131,15.27876797,1
Tennessee Titans-Houston Texans,4.817460317,-15.94240625,25.57732688,1
Chicago Bears-Arizona Cardinals,-4.619047619,-24.56448226,15.32638702,1
Cleveland Browns-Atlanta Falcons,4.619047619,-15.32638702,24.56448226,1
Dallas Cowboys-Buffalo Bills,4.571428571,-15.37400607,24.51686321,1
Jacksonville Jaguars-Buffalo Bills,-4.571428571,-24.51686321,15.37400607,1
Los Angeles Chargers-Carolina Panthers,4.571428571,-15.37400607,24.51686321,1
Washington Football Team-Dallas Cowboys,-4.571428571,-24.51686321,15.37400607,1
Washington Football Team-Jacksonville Jaguars,4.571428571,-15.37400607,24.51686321,1
New England Patriots-Atlanta Falcons,4.523809524,-15.42162512,24.46924416,1
Detroit Lions-Buffalo Bills,4.523809524,-15.42162512,24.46924416,1
Washington Football Team-Detroit Lions,-4.523809524,-24.46924416,15.42162512,1
Seattle Seahawks-Green Bay Packers,4.476190476,-15.46924416,24.42162512,1
New England Patriots-Arizona Cardinals,-4.428571429,-24.37400607,15.51686321,1
New York Jets-Atlanta Falcons,-4.380952381,-24.32638702,15.56448226,1
Tennessee Titans-Los Angeles Chargers,4.380952381,-15.56448226,24.32638702,1
Cleveland Browns-Arizona Cardinals,-4.333333333,-24.27876797,15.61210131,1
Chicago Bears-Atlanta Falcons,4.333333333,-15.61210131,24.27876797,1
Tampa Bay Buccaneers-New York Giants,4.333333333,-15.61210131,24.27876797,1
Kansas City Chiefs-Atlanta Falcons,4.285714286,-15.65972035,24.23114892,1
Kansas City Chiefs-Buffalo Bills,-4.285714286,-24.23114892,15.65972035,1
Minnesota Vikings-Cincinnati Bengals,4.285714286,-15.65972035,24.23114892,1
Washington Football Team-Kansas City Chiefs,4.285714286,-15.65972035,24.23114892,1
Chicago Bears-Buffalo Bills,-4.238095238,-24.18352988,15.7073394,1
Washington Football Team-Chicago Bears,4.238095238,-15.7073394,24.18352988,1
Jacksonville Jaguars-Denver Broncos,-4.238095238,-24.18352988,15.7073394,1
Tennessee Titans-Denver Broncos,4.238095238,-15.7073394,24.18352988,1
San Francisco 49ers-Philadelphia Eagles,-4.238095238,-24.18352988,15.7073394,1
Dallas Cowboys-Arizona Cardinals,4.19047619,-15.75495845,24.13591083,1
Philadelphia Eagles-New Orleans Saints,4.19047619,-15.75495845,24.13591083,1
Detroit Lions-Arizona Cardinals,4.142857143,-15.8025775,24.08829178,1
New Orleans Saints-Green Bay Packers,4.095238095,-15.85019654,24.04067273,1
Los Angeles Chargers-Jacksonville Jaguars,4.095238095,-15.85019654,24.04067273,1
New England Patriots-Buffalo Bills,-4.047619048,-23.99305369,15.89781559,1
San Francisco 49ers-Green Bay Packers,4.047619048,-15.89781559,23.99305369,1
Washington Football Team-New England Patriots,4.047619048,-15.89781559,23.99305369,1
Jacksonville Jaguars-Atlanta Falcons,4,-15.94543464,23.94543464,1
Houston Texans-Carolina Panthers,4.134920635,-16.62494593,24.8947872,1
Miami Dolphins-Arizona Cardinals,-3.952380952,-23.89781559,15.99305369,1
Pittsburgh Steelers-Arizona Cardinals,-3.952380952,-23.89781559,15.99305369,1
Cleveland Browns-Buffalo Bills,-3.952380952,-23.89781559,15.99305369,1
Washington Football Team-Cleveland Browns,3.952380952,-15.99305369,23.89781559,1
Kansas City Chiefs-Denver Broncos,-3.952380952,-23.89781559,15.99305369,1
Tennessee Titans-Buffalo Bills,3.904761905,-16.04067273,23.85019654,1
Denver Broncos-Chicago Bears,3.904761905,-16.04067273,23.85019654,1
Washington Football Team-Tennessee Titans,-3.904761905,-23.85019654,16.04067273,1
Los Angeles Chargers-Kansas City Chiefs,3.80952381,-16.13591083,23.75495845,1
Seattle Seahawks-Philadelphia Eagles,-3.80952381,-23.75495845,16.13591083,1
Los Angeles Chargers-Chicago Bears,3.761904762,-16.18352988,23.7073394,1
New England Patriots-Denver Broncos,-3.714285714,-23.65972035,16.23114892,1
