,diff,lwr,upr,p adj
Green Bay Packers-Atlanta Falcons,25.47619048,-157.0462926,207.9986735,1
Jacksonville Jaguars-Atlanta Falcons,8.952380952,-173.5701021,191.474864,1
Kansas City Chiefs-Atlanta Falcons,-8.571428571,-191.0939116,173.9510545,1
Los Angeles Chargers-Atlanta Falcons,22.80952381,-159.7129592,205.3320068,1
Miami Dolphins-Atlanta Falcons,22.76190476,-159.7605783,205.2843878,1
Los Angeles Rams-Baltimore Ravens,-18.85714286,-201.3796259,163.6653402,1
New Orleans Saints-Baltimore Ravens,-22.28571429,-204.8081973,160.2367688,1
Philadelphia Eagles-Baltimore Ravens,-18.52380952,-201.0462926,163.9986735,1
Tennessee Titans-Baltimore Ravens,-28.61904762,-211.1415307,153.9034354,1
Cincinnati Bengals-Buffalo Bills,-19.28571429,-201.8081973,163.2367688,1
Denver Broncos-Buffalo Bills,10,-172.522483,192.522483,1
Green Bay Packers-Buffalo Bills,-14.76190476,-197.2843878,167.7605783,1
Houston Texans-Buffalo Bills,4.761904762,-185.2135188,194.7373283,1
Jacksonville Jaguars-Buffalo Bills,-31.28571429,-213.8081973,151.2367688,1
Los Angeles Chargers-Buffalo Bills,-17.42857143,-199.9510545,165.0939116,1
Miami Dolphins-Buffalo Bills,-17.47619048,-199.9986735,165.0462926,1
Minnesota Vikings-Buffalo Bills,10.57142857,-171.9510545,193.0939116,1
New England Patriots-Buffalo Bills,6.761904762,-175.7605783,189.2843878,1
New York Giants-Buffalo Bills,7.285714286,-175.2367688,189.8081973,1
Pittsburgh Steelers-Buffalo Bills,14.71428571,-167.8081973,197.2367688,1
San Francisco 49ers-Buffalo Bills,10.71428571,-171.8081973,193.2367688,1
Seattle Seahawks-Buffalo Bills,25.57142857,-156.9510545,208.0939116,1
Tampa Bay Buccaneers-Buffalo Bills,13.76190476,-168.7605783,196.2843878,1
Washington Football Team-Buffalo Bills,10.23809524,-172.2843878,192.7605783,1
Chicago Bears-Carolina Panthers,7.333333333,-175.1891497,189.8558164,1
Cincinnati Bengals-Carolina Panthers,23.76190476,-158.7605783,206.2843878,1
Cleveland Browns-Carolina Panthers,8.714285714,-173.8081973,191.2367688,1
Green Bay Packers-Carolina Panthers,28.28571429,-154.2367688,210.8081973,1
Jacksonville Jaguars-Carolina Panthers,11.76190476,-170.7605783,194.2843878,1
Kansas City Chiefs-Carolina Panthers,-5.761904762,-188.2843878,176.7605783,1
Los Angeles Chargers-Carolina Panthers,25.61904762,-156.9034354,208.1415307,1
Miami Dolphins-Carolina Panthers,25.57142857,-156.9510545,208.0939116,1
Cincinnati Bengals-Chicago Bears,16.42857143,-166.0939116,198.9510545,1
Cleveland Browns-Chicago Bears,1.380952381,-181.1415307,183.9034354,1
Green Bay Packers-Chicago Bears,20.95238095,-161.5701021,203.474864,1
Jacksonville Jaguars-Chicago Bears,4.428571429,-178.0939116,186.9510545,1
Kansas City Chiefs-Chicago Bears,-13.0952381,-195.6177211,169.4272449,1
Los Angeles Chargers-Chicago Bears,18.28571429,-164.2367688,200.8081973,1
Miami Dolphins-Chicago Bears,18.23809524,-164.2843878,200.7605783,1
Cleveland Browns-Cincinnati Bengals,-15.04761905,-197.5701021,167.474864,1
Denver Broncos-Cincinnati Bengals,29.28571429,-153.2367688,211.8081973,1
Green Bay Packers-Cincinnati Bengals,4.523809524,-177.9986735,187.0462926,1
Houston Texans-Cincinnati Bengals,24.04761905,-165.9278045,214.0230426,1
Jacksonville Jaguars-Cincinnati Bengals,-12,-194.522483,170.522483,1
Kansas City Chiefs-Cincinnati Bengals,-29.52380952,-212.0462926,152.9986735,1
Los Angeles Chargers-Cincinnati Bengals,1.857142857,-180.6653402,184.3796259,1
Miami Dolphins-Cincinnati Bengals,1.80952381,-180.7129592,184.3320068,1
Minnesota Vikings-Cincinnati Bengals,29.85714286,-152.6653402,212.3796259,1
New England Patriots-Cincinnati Bengals,26.04761905,-156.474864,208.5701021,1
New York Giants-Cincinnati Bengals,26.57142857,-155.9510545,209.0939116,1
San Francisco 49ers-Cincinnati Bengals,30,-152.522483,212.522483,1
Tampa Bay Buccaneers-Cincinnati Bengals,33.04761905,-149.474864,215.5701021,1
Washington Football Team-Cincinnati Bengals,29.52380952,-152.9986735,212.0462926,1
Green Bay Packers-Cleveland Browns,19.57142857,-162.9510545,202.0939116,1
Jacksonville Jaguars-Cleveland Browns,3.047619048,-179.474864,185.5701021,1
Kansas City Chiefs-Cleveland Browns,-14.47619048,-196.9986735,168.0462926,1
Los Angeles Chargers-Cleveland Browns,16.9047619,-165.6177211,199.4272449,1
Miami Dolphins-Cleveland Browns,16.85714286,-165.6653402,199.3796259,1
Denver Broncos-Dallas Cowboys,-27.04761905,-209.5701021,155.474864,1
Detroit Lions-Dallas Cowboys,5.142857143,-177.3796259,187.6653402,1
Houston Texans-Dallas Cowboys,-32.28571429,-222.2611378,157.6897093,1
Los Angeles Rams-Dallas Cowboys,23.76190476,-158.7605783,206.2843878,1
Minnesota Vikings-Dallas Cowboys,-26.47619048,-208.9986735,156.0462926,1
New England Patriots-Dallas Cowboys,-30.28571429,-212.8081973,152.2367688,1
New Orleans Saints-Dallas Cowboys,20.33333333,-162.1891497,202.8558164,1
New York Giants-Dallas Cowboys,-29.76190476,-212.2843878,152.7605783,1
Philadelphia Eagles-Dallas Cowboys,24.0952381,-158.4272449,206.6177211,1
Pittsburgh Steelers-Dallas Cowboys,-22.33333333,-204.8558164,160.1891497,1
San Francisco 49ers-Dallas Cowboys,-26.33333333,-208.8558164,156.1891497,1
Seattle Seahawks-Dallas Cowboys,-11.47619048,-193.9986735,171.0462926,1
Tampa Bay Buccaneers-Dallas Cowboys,-23.28571429,-205.8081973,159.2367688,1
Tennessee Titans-Dallas Cowboys,14,-168.522483,196.522483,1
Washington Football Team-Dallas Cowboys,-26.80952381,-209.3320068,155.7129592,1
Detroit Lions-Denver Broncos,32.19047619,-150.3320068,214.7129592,1
Green Bay Packers-Denver Broncos,-24.76190476,-207.2843878,157.7605783,1
Houston Texans-Denver Broncos,-5.238095238,-195.2135188,184.7373283,1
Los Angeles Chargers-Denver Broncos,-27.42857143,-209.9510545,155.0939116,1
Miami Dolphins-Denver Broncos,-27.47619048,-209.9986735,155.0462926,1
Minnesota Vikings-Denver Broncos,0.571428571,-181.9510545,183.0939116,1
New England Patriots-Denver Broncos,-3.238095238,-185.7605783,179.2843878,1
New York Giants-Denver Broncos,-2.714285714,-185.2367688,179.8081973,1
Pittsburgh Steelers-Denver Broncos,4.714285714,-177.8081973,187.2367688,1
San Francisco 49ers-Denver Broncos,0.714285714,-181.8081973,183.2367688,1
Seattle Seahawks-Denver Broncos,15.57142857,-166.9510545,198.0939116,1
Tampa Bay Buccaneers-Denver Broncos,3.761904762,-178.7605783,186.2843878,1
Washington Football Team-Denver Broncos,0.238095238,-182.2843878,182.7605783,1
Los Angeles Rams-Detroit Lions,18.61904762,-163.9034354,201.1415307,1
Minnesota Vikings-Detroit Lions,-31.61904762,-214.1415307,150.9034354,1
New Orleans Saints-Detroit Lions,15.19047619,-167.3320068,197.7129592,1
Philadelphia Eagles-Detroit Lions,18.95238095,-163.5701021,201.474864,1
Pittsburgh Steelers-Detroit Lions,-27.47619048,-209.9986735,155.0462926,1
San Francisco 49ers-Detroit Lions,-31.47619048,-213.9986735,151.0462926,1
Seattle Seahawks-Detroit Lions,-16.61904762,-199.1415307,165.9034354,1
Tampa Bay Buccaneers-Detroit Lions,-28.42857143,-210.9510545,154.0939116,1
Tennessee Titans-Detroit Lions,8.857142857,-173.6653402,191.3796259,1
Washington Football Team-Detroit Lions,-31.95238095,-214.474864,150.5701021,1
Houston Texans-Green Bay Packers,19.52380952,-170.451614,209.4992331,1
Jacksonville Jaguars-Green Bay Packers,-16.52380952,-199.0462926,165.9986735,1
Los Angeles Chargers-Green Bay Packers,-2.666666667,-185.1891497,179.8558164,1
Miami Dolphins-Green Bay Packers,-2.714285714,-185.2367688,179.8081973,1
Minnesota Vikings-Green Bay Packers,25.33333333,-157.1891497,207.8558164,1
New England Patriots-Green Bay Packers,21.52380952,-160.9986735,204.0462926,1
New York Giants-Green Bay Packers,22.04761905,-160.474864,204.5701021,1
Pittsburgh Steelers-Green Bay Packers,29.47619048,-153.0462926,211.9986735,1
San Francisco 49ers-Green Bay Packers,25.47619048,-157.0462926,207.9986735,1
Tampa Bay Buccaneers-Green Bay Packers,28.52380952,-153.9986735,211.0462926,1
Washington Football Team-Green Bay Packers,25,-157.522483,207.522483,1
Los Angeles Chargers-Houston Texans,-22.19047619,-212.1658997,167.7849474,1
Miami Dolphins-Houston Texans,-22.23809524,-212.2135188,167.7373283,1
Minnesota Vikings-Houston Texans,5.80952381,-184.1658997,195.7849474,1
New England Patriots-Houston Texans,2,-187.9754235,191.9754235,1
New York Giants-Houston Texans,2.523809524,-187.451614,192.4992331,1
Pittsburgh Steelers-Houston Texans,9.952380952,-180.0230426,199.9278045,1
San Francisco 49ers-Houston Texans,5.952380952,-184.0230426,195.9278045,1
Seattle Seahawks-Houston Texans,20.80952381,-169.1658997,210.7849474,1
Tampa Bay Buccaneers-Houston Texans,9,-180.9754235,198.9754235,1
Washington Football Team-Houston Texans,5.476190476,-184.4992331,195.451614,1
New York Jets-Indianapolis Colts,6.142857143,-176.3796259,188.6653402,1
Kansas City Chiefs-Jacksonville Jaguars,-17.52380952,-200.0462926,164.9986735,1
Los Angeles Chargers-Jacksonville Jaguars,13.85714286,-168.6653402,196.3796259,1
Miami Dolphins-Jacksonville Jaguars,13.80952381,-168.7129592,196.3320068,1
Los Angeles Chargers-Kansas City Chiefs,31.38095238,-151.1415307,213.9034354,1
Miami Dolphins-Kansas City Chiefs,31.33333333,-151.1891497,213.8558164,1
Miami Dolphins-Los Angeles Chargers,-0.047619048,-182.5701021,182.474864,1
Minnesota Vikings-Los Angeles Chargers,28,-154.522483,210.522483,1
New England Patriots-Los Angeles Chargers,24.19047619,-158.3320068,206.7129592,1
New York Giants-Los Angeles Chargers,24.71428571,-157.8081973,207.2367688,1
Pittsburgh Steelers-Los Angeles Chargers,32.14285714,-150.3796259,214.6653402,1
San Francisco 49ers-Los Angeles Chargers,28.14285714,-154.3796259,210.6653402,1
Tampa Bay Buccaneers-Los Angeles Chargers,31.19047619,-151.3320068,213.7129592,1
Washington Football Team-Los Angeles Chargers,27.66666667,-154.8558164,210.1891497,1
New Orleans Saints-Los Angeles Rams,-3.428571429,-185.9510545,179.0939116,1
Philadelphia Eagles-Los Angeles Rams,0.333333333,-182.1891497,182.8558164,1
Tennessee Titans-Los Angeles Rams,-9.761904762,-192.2843878,172.7605783,1
Minnesota Vikings-Miami Dolphins,28.04761905,-154.474864,210.5701021,1
New England Patriots-Miami Dolphins,24.23809524,-158.2843878,206.7605783,1
New York Giants-Miami Dolphins,24.76190476,-157.7605783,207.2843878,1
Pittsburgh Steelers-Miami Dolphins,32.19047619,-150.3320068,214.7129592,1
San Francisco 49ers-Miami Dolphins,28.19047619,-154.3320068,210.7129592,1
Tampa Bay Buccaneers-Miami Dolphins,31.23809524,-151.2843878,213.7605783,1
Washington Football Team-Miami Dolphins,27.71428571,-154.8081973,210.2367688,1
New England Patriots-Minnesota Vikings,-3.80952381,-186.3320068,178.7129592,1
New York Giants-Minnesota Vikings,-3.285714286,-185.8081973,179.2367688,1
Pittsburgh Steelers-Minnesota Vikings,4.142857143,-178.3796259,186.6653402,1
San Francisco 49ers-Minnesota Vikings,0.142857143,-182.3796259,182.6653402,1
Seattle Seahawks-Minnesota Vikings,15,-167.522483,197.522483,1
Tampa Bay Buccaneers-Minnesota Vikings,3.19047619,-179.3320068,185.7129592,1
Washington Football Team-Minnesota Vikings,-0.333333333,-182.8558164,182.1891497,1
New York Giants-New England Patriots,0.523809524,-181.9986735,183.0462926,1
Pittsburgh Steelers-New England Patriots,7.952380952,-174.5701021,190.474864,1
San Francisco 49ers-New England Patriots,3.952380952,-178.5701021,186.474864,1
Seattle Seahawks-New England Patriots,18.80952381,-163.7129592,201.3320068,1
Tampa Bay Buccaneers-New England Patriots,7,-175.522483,189.522483,1
Washington Football Team-New England Patriots,3.476190476,-179.0462926,185.9986735,1
Philadelphia Eagles-New Orleans Saints,3.761904762,-178.7605783,186.2843878,1
Seattle Seahawks-New Orleans Saints,-31.80952381,-214.3320068,150.7129592,1
Tennessee Titans-New Orleans Saints,-6.333333333,-188.8558164,176.1891497,1
Pittsburgh Steelers-New York Giants,7.428571429,-175.0939116,189.9510545,1
San Francisco 49ers-New York Giants,3.428571429,-179.0939116,185.9510545,1
Seattle Seahawks-New York Giants,18.28571429,-164.2367688,200.8081973,1
Tampa Bay Buccaneers-New York Giants,6.476190476,-176.0462926,188.9986735,1
Washington Football Team-New York Giants,2.952380952,-179.5701021,185.474864,1
Tennessee Titans-Philadelphia Eagles,-10.0952381,-192.6177211,172.4272449,1
San Francisco 49ers-Pittsburgh Steelers,-4,-186.522483,178.522483,1
Seattle Seahawks-Pittsburgh Steelers,10.85714286,-171.6653402,193.3796259,1
Tampa Bay Buccaneers-Pittsburgh Steelers,-0.952380952,-183.474864,181.5701021,1
Washington Football Team-Pittsburgh Steelers,-4.476190476,-186.9986735,178.0462926,1
Seattle Seahawks-San Francisco 49ers,14.85714286,-167.6653402,197.3796259,1
Tampa Bay Buccaneers-San Francisco 49ers,3.047619048,-179.474864,185.5701021,1
Washington Football Team-San Francisco 49ers,-0.476190476,-182.9986735,182.0462926,1
Tampa Bay Buccaneers-Seattle Seahawks,-11.80952381,-194.3320068,170.7129592,1
Tennessee Titans-Seattle Seahawks,25.47619048,-157.0462926,207.9986735,1
Washington Football Team-Seattle Seahawks,-15.33333333,-197.8558164,167.1891497,1
Washington Football Team-Tampa Bay Buccaneers,-3.523809524,-186.0462926,178.9986735,1
